CODFILIAL;CLASSIFICACAO;CODPROD;PRODUTO;CODFORNEC;FORNECEDOR;VALOR_ULTIMA_ENTRADA;QTD_TOTAL_ESTOQUE;QTD_GIRO_DIA;COBERTURA_ESTOQUE_ORIGINAL;COBERTURA_ESTOQUE_AJUSTADA;QTD_VENDAS_90D;QTD_DIAS_ZERADOS;VALOR_ESTOQUE;GIRO_MEDIO_CORRIGIDO;VALOR_EXCEDENTE
1;Farma;15768;NEOMICINA+BACITRACINA PM 15G GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;4,426027;140;3,194;43,83;43,83;267;0;619,64;2,97;0,0
1;Farma;15776;NEOMICINA+BACITRACINA PM 50G GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;9,525966;317;10,553;30,04;30,04;725;0;3019,73;8,06;0,0
1;Farma;15822;TERBINAFINA 250MG 14COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;31,607857;5;0,0;;9999,0;0;0;158,04;0,0;0,0
1;Farma;15830;TERBINAFINA 250MG 28COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;38,006504;4;0,0;;9999,0;0;0;152,03;0,0;0,0
1;Farma;15954;BETAMETASONA CR 1MG/G 30G GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;4,704166;3;0,0;;9999,0;0;0;14,11;0,0;0,0
1;Farma;15989;CLOBETASOL PM 0,5MG/G 30G GEN TEUTO;30791;LABORATORIO TEUTO BRASILEIRO S/A;7,612887;118;1,913;61,68;61,68;81;0;898,32;0,9;0,0
1;Farma;16004;BROMEXINA XPE ADT 8MG/5ML 120ML GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;8,138657;240;2,68;89,55;89,55;276;0;1953,28;3,07;0,0
1;Farma;16012;BROMEXINA XPE PED 4MG/5ML 120ML GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;6,324513;812;1,874;433,3;433,3;211;0;5135,5;2,34;4068,81
1;Farma;16039;FLUCONAZOL 150MG 1CAP GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;15,392059;94;0,388;242,27;242,27;30;0;1446,85;0,33;909,36
1;Farma;16047;FLUCONAZOL 150MG 2CAP GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;25,374828;920;10,311;89,23;89,23;662;0;23344,84;7,36;0,0
1;Farma;16101;CORTICORTEN (PREDNISONA) 20MG 20COM;47252;HYPERA S.A;5,47394;29084;457,932;63,51;63,51;37494;0;159204,07;416,6;0,0
1;Farma;16144;SOTALOL 160MG 20COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);17,016178;5;0,311;16,08;16,08;32;0;85,08;0,36;0,0
1;Farma;16152;TAMOXIFENO 10MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);49,168;47;0,107;439,25;439,25;9;0;2310,9;0,1;1837,41
1;Farma;16160;TAMOXIFENO 20MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);91,766358;84;0,194;432,99;432,99;15;0;7708,37;0,17;6106,13
1;Farma;16217;MULTISORO ADULTO 30ML;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);2,050061;54;2,272;23,77;9999,0;0;0;110,7;0,0;0,0
1;Farma;16225;MULTISORO INFANTIL 30ML;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);2,179524;27;1,495;18,06;18,06;126;0;58,85;1,4;0,0
1;Farma;16233;BACINANTRAT (NEOMICINA+BACIT) PM 10G;31305;LABORATORIO GLOBO LTDA;3,237483;24;0,0;;9999,0;0;0;77,7;0,0;0,0
1;Farma;16314;PEDRA HUME SPRAY 30ML UNIPHAR;789326;JRD IND.FARMACEUTICA LTDA;4,258674;189;6,602;28,63;28,63;534;0;804,89;5,93;0,0
1;Farma;16411;FLUOXETINA 20MG 30CAP (C1) GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);10,8711;431;0,049;8795,92;8795,92;5;0;4685,44;0,06;4637,5
1;Farma;16497;CIPROBIOT (CIPROFLOXACINO) 500MG 14COM;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);6,788674;66;5,388;12,25;12,25;403;0;448,05;4,48;0,0
1;Farma;17078;TESTE GRAVIDEZ CONFIRME EM TIRAS;33529;ANALITIC TECNOLOGIA DE PRECISA;1,393542;2135;27,049;78,93;78,93;781;0;2975,21;8,68;0,0
1;Farma;17132;TONICO VITAL SUPL SOL 250ML;31305;LABORATORIO GLOBO LTDA;3,095784;85;0,359;236,77;236,77;37;0;263,14;0,41;163,12
1;Farma;17140;TONICO VITAL SOL 500ML;31305;LABORATORIO GLOBO LTDA;6,402392;46;0,262;175,57;175,57;27;0;294,51;0,3;143,54
1;Farma;17191;PERMANGANATO POT PO 100MG 10COM UNIPHAR;789326;JRD IND.FARMACEUTICA LTDA;2,075305;255;10,233;24,92;24,92;830;0;529,2;9,22;0,0
1;Farma;17256;FLOXICAM (PIROXICAM) 20MG 15CAP;47252;HYPERA S.A;3,739313;1860;34,049;54,63;54,63;2842;0;6955,12;31,58;0,0
1;Farma;17310;NEOTAREN (DICLO SODICO) 50MG 20COM;47252;HYPERA S.A;1,684195;388;11,961;32,44;32,44;985;0;653,47;10,94;0,0
1;Farma;17418;NEOSULIDA (NIMESULIDA) 100MG 12COM;47252;HYPERA S.A;1,618157;1560;33,874;46,05;46,05;3227;0;2524,32;35,86;0,0
1;Farma;17442;CETOPROFENO 150MG 10COM LP GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;5,665623;3;0,757;3,96;3,96;48;0;17,0;0,53;0,0
1;Farma;17477;NEOCOFLAN (DICLO DIETILAMONIO) GEL 60G;47252;HYPERA S.A;5,849049;661;21,456;30,81;30,81;2006;0;3866,22;22,29;0,0
1;Farma;17523;PROPIOSOL (CLOBETASOL) PM 0,5MG/G 30G;47252;HYPERA S.A;7,102605;725;16,33;44,4;44,4;1301;0;5149,39;14,46;0,0
1;Farma;17574;NEOTAFLAN (DICLOF RESINATO) GTS 20ML;47252;HYPERA S.A;3,293241;20;0,0;;9999,0;0;0;65,86;0,0;0,0
1;Farma;17590;NEOSORO SOL NASAL ADT 30ML;47252;HYPERA S.A;3,061374;140890;2171,485;64,88;64,88;192919;0;431316,98;2143,54;0,0
1;Farma;17604;DORALGINA (DIP+ISOMET+CAF) (2X10) 20DRG;47252;HYPERA S.A;5,583311;8;0,0;;9999,0;0;0;44,67;0,0;0,0
1;HB;17825;BOLSA TERMICA 400G CREMER;791794;CREMER S.A;9,65436;363;6,359;57,08;57,08;592;0;3504,53;6,58;0,0
1;Farma;17906;BETAMETASONA+ACIDO SALICILICO PM 30G MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;4,181412;1;0,0;;9999,0;0;0;4,18;0,0;0,0
1;Farma;17957;ACICLOVIR CR 50MG 10G GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;6,890671;337;3,592;93,82;93,82;315;0;2322,16;3,5;94,55
1;Farma;17990;BENETOSSE (HEDERA HELIX) 15MG/ML 100ML;47252;HYPERA S.A;22,341948;5;4,359;1,15;1,15;394;0;111,71;4,38;0,0
1;Farma;18228;PREGABALINA 150MG 30CAP (C1) GEN MERCK;65455;MERCK S/A CD;30,645;55;0,0;;9999,0;0;0;1685,48;0,0;0,0
1;Farma;18244;TOBRAMICINA 3MG/ML SOL OFT 5ML GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;5,058363;3038;36,058;84,25;84,25;3404;0;15367,31;37,82;0,0
1;Farma;18287;ADDERA D3 7.000UI 4COM;47252;HYPERA S.A;28,160586;10;0,228;43,86;43,86;21;2;281,61;0,24;0,0
1;Farma;18481;BETACORTAZOL (CETO+BETA+NEO) CR 30G;2378;BELFAR LTDA;4,418055;24991;127,495;196,02;196,02;5051;0;110411,61;56,12;59717,57
1;Farma;18589;ALOPURINOL 300MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);7,610592;631;15,913;39,65;39,65;1446;0;4802,28;16,07;0,0
1;Farma;18635;BELSPAN (BUTIL ESCOP+DIP) 20COM;2378;BELFAR LTDA;6,399615;2099;18,961;110,7;110,7;1485;0;13432,79;16,5;2511,82
1;Farma;18678;PROMERGAN (PROMETAZINA) CR DERM 30G;2378;BELFAR LTDA;5,378226;915;3,505;261,06;261,06;361;0;4921,08;4,01;3224,55
1;Farma;18694;BELSPAN COMPOSTO (BUTIL ESCOP+DIP) 20ML;2378;BELFAR LTDA;5,635656;3833;24,165;158,62;158,62;2193;0;21601,47;24,37;9344,93
1;HB;18724;JOELHEIRA ORIFCIO REFORCADO G NEO CREME;791794;CREMER S.A;26,454545;5;0,087;57,47;57,47;9;0;132,27;0,1;0,0
1;HB;18732;MUNHEQUEIRA NEO AJUSTAVEL PUNHO E DEDO C;791794;CREMER S.A;21,147708;44;0,233;188,84;188,84;19;0;930,5;0,21;634,85
1;HB;18740;TORNOZELEIRA LONGA P NEO CREMER;791794;CREMER S.A;27,5;8;0,097;82,47;82,47;10;0;220,0;0,11;59,94
1;HB;18759;TORNOZELEIRA LONGA M NEO CREMER;791794;CREMER S.A;27,5;2;0,233;8,58;8,58;20;0;55,0;0,22;0,0
1;Farma;18856;OCYLIN (AMOXICILINA) 500MG 21CAP;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);6,801927;1369;14,495;94,45;94,45;412;0;9311,84;4,58;438,73
1;Farma;19011;FLAGIMAX (METRONIDAZOL) VAG 100MG/G 50G ;2378;BELFAR LTDA;8,751363;8;0,272;29,41;29,41;28;0;70,01;0,31;0,0
1;Farma;19046;PLABEL (METOCLOPRAMIDA) 10MG 20COM;2378;BELFAR LTDA;2,324648;7;10,874;0,64;0,64;1046;0;16,27;11,62;0,0
1;Farma;19054;PLABEL (METOCLOPRAMIDA) 4MG/ML 10ML;2378;BELFAR LTDA;2,05711;48;3,155;15,21;15,21;263;0;98,74;2,92;0,0
1;Farma;19216;NEO FOLICO 5MG (ACIDO FOLICO) 20COM;47252;HYPERA S.A;2,75825;2481;46,291;53,6;53,6;4247;0;6843,22;47,19;0,0
1;Farma;19372;DORALGINA (DIP+ISOMET+CAF) (25X4) 100DRG;47252;HYPERA S.A;30,372835;10;0,0;;9999,0;0;0;303,73;0,0;0,0
1;Farma;19526;IBUFRAN (IBUPROFENO) 600MG 30COM;47252;HYPERA S.A;8,7;116;0,233;497,85;497,85;24;0;1009,2;0,27;826,76
1;Farma;19615;NEOPIRIDIN 12PAST;47252;HYPERA S.A;6,609324;26988;329,631;81,87;81,87;31239;0;178372,44;347,1;0,0
1;Farma;19623;NEOPIRIDIN SPR 50ML;47252;HYPERA S.A;9,137626;852;24,466;34,82;34,82;2300;0;7785,26;25,56;0,0
1;Farma;19682;MASSAGEOL POM 15G;47252;HYPERA S.A;3,375638;152;9,447;16,09;16,09;882;0;513,1;9,8;0,0
1;Farma;19720;TORSILAX (PARAC+CARIS+DICL+CAF) 30COM;47252;HYPERA S.A;7,676138;35765;477,563;74,89;74,89;45106;0;274537,08;501,18;0,0
1;Farma;19739;TORSILAX (PARAC+CARI+DIC+CAF)25X4 100COM;47252;HYPERA S.A;26,027303;7771;99,204;78,33;78,33;8561;0;202258,17;95,12;0,0
1;Farma;19798;PROPIOSOL (CLOBETASOL) CR 0,5MG/G 30G;47252;HYPERA S.A;6,808627;411;2,981;137,87;137,87;309;0;2798,35;3,43;971,62
1;Farma;19836;DICLAC SR (DICLOFENACO SODICO)75MG 20COM;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);12,0863;11;0,272;40,44;40,44;16;0;132,95;0,18;0,0
1;Farma;20168;NEO MISTATIN (NISTATINA) CR VAG 60G;47252;HYPERA S.A;9,041962;164;0,825;198,79;198,79;57;0;1482,88;0,63;811,52
1;Farma;20206;CIPROFLOXACINO 500MG 6COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);5,673444;20;0,039;512,82;512,82;4;0;113,47;0,04;93,56
1;Farma;20214;CIPROFLOXACINO 500MG 14COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);6,109787;1196;17,602;67,95;67,95;1605;0;7307,31;17,83;0,0
1;Farma;20230;DOXICICLINA 100MG 20COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);18,33983;18;0,748;24,06;24,06;61;0;330,12;0,68;0,0
1;HB;20354;TORNOZELEIRA LONGA G NEO CREMER;791794;CREMER S.A;27,5;7;0,087;80,46;80,46;4;0;192,5;0,04;48,95
1;Farma;20630;CAPTOPRIL 25MG 30COM GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;1,409043;3120;54,937;56,79;56,79;4980;0;4396,21;55,33;0,0
1;Farma;20648;CAPTOPRIL 50MG 30COM GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;3,933213;25;1,738;14,38;14,38;180;0;98,33;2,0;0,0
1;Farma;20664;CETONAT (CETOCONAZOL) SH 20MG/ML 100ML;793247;NATIVITA INDUSTRIA E COMERCIO LTDA;5,608584;530;1,845;287,26;287,26;191;0;2972,55;2,12;2041,24
1;Farma;21113;ATENOLOL 25MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);1,10133;3296;35,971;91,63;91,63;2835;0;3629,98;31,5;64,57
1;Farma;21121;ATENOLOL 50MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);1,851941;7424;120,233;61,75;61,75;11527;0;13748,81;128,08;0,0
1;Farma;21130;ATENOLOL 25MG 30COM GEN MDY;794445;SANOFI MEDLEY FARMACEUTICA LTDA;4,262932;5577;21,767;256,21;256,21;2236;0;23774,37;24,84;15423,04
1;Farma;21148;ATENOLOL 50MG 30COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;8,722408;27;2,107;12,81;12,81;188;0;235,51;2,09;0,0
1;Farma;21156;ATENOLOL 100MG 30COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;12,064595;76;0,039;1948,72;1948,72;4;0;916,91;0,04;874,56
1;Farma;21296;LEVOFLOXACINO 500MG 7COM NOV GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);9,220801;3;0,0;;9999,0;0;0;27,66;0,0;0,0
1;Farma;21334;SECNIDAZOL 1000MG 2COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;6,436401;283;6,155;45,98;45,98;544;0;1821,5;6,04;0,0
1;Farma;21342;SECNIDAZOL 1000MG 4COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;11,881039;168;0,262;641,22;641,22;27;0;1996,01;0,3;1715,86
1;Farma;21369;BERITIN BC (CLO+CIPR+ASS) 4MG/5ML 240ML;30;VITAMEDIC IND FARMACEUTICA LTDA;5,137456;3;0,0;;9999,0;0;0;15,41;0,0;0,0
1;Farma;21393;CLOTRIMAZOL CR VAG 35G 6APLIC GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;17,8096;137;21,165;6,47;6,47;1891;0;2439,92;21,01;0,0
1;Farma;21407;DROPROPIZINA XPE ADT 3MG/ML 120ML MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;5,409678;10;0,0;;9999,0;0;0;54,1;0,0;0,0
1;Farma;21474;DOXICICLINA 100MG 15COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);15,136128;171;3,243;52,73;52,73;323;0;2588,28;3,59;0,0
1;Farma;21601;BACINA (NEOMICINA+BACITRACINA)  PM 15G;2378;BELFAR LTDA;2,669292;834;13,01;64,1;64,1;1036;0;2226,19;11,51;0,0
1;Farma;21610;MICOSBEL (TIABENDAZOL) 50MG EMU DERM30ML;2378;BELFAR LTDA;6,904227;57;0,194;293,81;293,81;20;0;393,54;0,22;272,99
1;Farma;21628;MICOSBEL (TIABENDAZOL) PM 50MG/G 30G;2378;BELFAR LTDA;8,637757;115;2,272;50,62;50,62;231;0;993,34;2,57;0,0
1;Farma;22098;RELAFLEX SPORT AEROSSOL 120ML;789423;KLEY HERTZ DISTRIBUIDORA LTDA;11,350888;14;0,573;24,43;24,43;59;0;158,91;0,66;0,0
1;Farma;22209;DOXAZOSINA 2MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);5,370756;329;5,563;59,14;59,14;504;0;1766,98;5,6;0,0
1;Farma;22217;DOXAZOSINA 4MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);14,709405;71;1,427;49,75;49,75;122;0;1044,37;1,36;0,0
1;HB;22250;ESPARADRAPO BRANCO 2,5CMX90CM IM CREMER ;791794;CREMER S.A;2,042494;1025;13,311;77,0;77,0;1155;0;2093,56;12,83;462,21
1;Farma;22284;CORTITOP (DEXAMETASONA) CR 1MG/G 10G;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);2,317542;927;30,379;30,51;30,51;2543;0;2148,36;28,26;0,0
1;Farma;22349;SECNIHEXAL (SECNIDAZOL) 1000MG 4COM;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);5,049156;103;1,592;64,7;64,7;103;0;520,06;1,14;0,0
1;Farma;22357;ACICLOVIR 200MG 25COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);10,851151;297;9,505;31,25;31,25;811;0;3222,79;9,01;0,0
1;Farma;22985;CETOCONAZOL+BETA CR 30G GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;8,033404;30;0,0;;9999,0;0;0;241,0;0,0;0,0
1;Farma;22993;CETOCONAZOL+BETA PM 30G GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;7,84623;19;0,583;32,59;32,59;60;0;149,08;0,67;0,0
1;Farma;23000;CETOCONAZOL CR 20MG/G 30G GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;7,475168;3;0,0;;9999,0;0;0;22,43;0,0;0,0
1;Farma;23027;CETOPROFENO 20MG/ML 20ML GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;13,93532;411;12,553;32,74;32,74;1079;0;5727,42;11,99;0,0
1;Farma;23078;SERTRALINA 50MG 30COM (C1) GEN MDY;794445;SANOFI MEDLEY FARMACEUTICA LTDA;17,918517;585;9,408;62,18;62,18;954;0;10482,33;10,6;0,0
1;Farma;23086;CLOTRIMAZOL CR VAG 20G 3APLIC GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;15,328812;273;9,641;28,32;28,32;777;0;4184,77;8,63;0,0
1;Farma;23108;DIPIRONA SOD 500MG/ML GTS 10ML GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;3,456996;129;9,184;14,05;14,05;817;0;445,95;9,08;0,0
1;Farma;23116;DIPIRONA SOD GTS 20ML GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;4,173945;64;0,932;68,67;68,67;96;0;267,13;1,07;0,0
1;Farma;23124;DIPIRONA SOD 50MG/ML 100ML GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;7,010575;8844;36,796;240,35;240,35;3418;0;62001,53;37,98;38784,81
1;Farma;23140;LISINOPRIL 5MG 30COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;14,942973;65;0,087;747,13;747,13;7;0;971,29;0,08;854,29
1;Farma;23167;LISINOPRIL 10MG 30COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;21,251669;144;0,125;1152,0;1152,0;10;0;3060,24;0,11;2821,16
1;Farma;23183;LISINOPRIL 20MG 30COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;42,083591;78;0,01;7800,0;9999,0;0;0;3282,52;0,0;0,0
1;Farma;23248;CETIRIZINA 1MG/ML 120ML GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;7,729448;16;0,0;;9999,0;0;0;123,67;0,0;0,0
1;Farma;23280;DEXCLORFENIRAMINA XPE 120ML GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;3,579653;1;0,0;;9999,0;0;0;3,58;0,0;0,0
1;Farma;23930;SECNIHEXAL (SECNIDAZOL) 1000MG 2COM;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);2,599345;2436;40,476;60,18;60,18;3738;0;6332,0;41,53;0,0
1;Farma;24350;HIDROXIZINA 2MG/ML 100ML+SERINGA GEN NAT;793247;NATIVITA INDUSTRIA E COMERCIO LTDA;4,076184;7;14,202;0,49;0,49;1193;0;28,53;13,26;0,0
1;Farma;24767;CIPROFLOXACINO 500MG 14COM GEN NOV SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);6,889344;29;0,35;82,86;82,86;36;0;199,79;0,4;0,0
1;Farma;24813;CIPROFLOXATRIN (CIPROFLOXAC) 500MG 14COM;31305;LABORATORIO GLOBO LTDA;4,709576;986;4,146;237,82;237,82;427;0;4643,64;4,74;2886,31
1;Farma;24945;OMOPREL (OMEPRAZOL) 40MG 56CAP GEL;2378;BELFAR LTDA;8,724974;6;0,621;9,66;9,66;56;0;52,35;0,62;0,0
1;HB;25470;TOALHINHAS UMED PIQUITUCHO PREMIUM 60UND;791794;CREMER S.A;5,969112;730;1,107;659,44;659,44;114;0;4357,45;1,27;3960,98
1;Farma;25682;CLOTRIMAZOL+DEXAMETASONA CR 40G GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;4,819113;11;0,0;;9999,0;0;0;53,01;0,0;0,0
1;Farma;25720;DIPIRONA SOD 500MG 30COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;10,249318;4;6,235;0,64;0,64;522;0;41,0;5,8;0,0
1;Farma;25771;DEXAMETASONA ELIXIR 0,5MG/5ML 120ML MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;2,180326;6;0,0;;9999,0;0;0;13,08;0,0;0,0
1;Farma;26000;CETIRIZINA 10MG 12COM GEN MDY;789662;SANOFI MEDLEY FARMACEUTICA LTDA;16,393251;5;0,0;;9999,0;0;0;81,97;0,0;0,0
1;Farma;26395;MAGMAX (HID MAG) 80MG/ML 100ML TRADICIO;33057;NATULAB LABORATORIO LTDA;4,782547;511;5,291;96,58;96,58;457;0;2443,88;5,08;166,5
1;Farma;26417;MAXALGINA (DIPIRONA) 500MG GTS 10ML;33057;NATULAB LABORATORIO LTDA;1,784152;16856;57,437;293,47;293,47;4385;0;30073,67;48,72;20850,82
1;Farma;26492;HERVIRAX (ACICLOVIR) 200MG 25COM;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;7,672216;104;0,379;274,41;274,41;31;0;797,91;0,34;536,21
1;Farma;26522;HERVIRAX (ACICLOVIR) CR 50MG/G 10G;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;4,32303;33;0,175;188,57;188,57;18;0;142,66;0,2;74,57
1;Farma;26530;DERMOVAT (VALERATO BETAMET) PM 1MG/G 30G;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;8,484799;217;0,544;398,9;398,9;46;0;1841,2;0,51;1425,79
1;HB;27022;TOALHINHAS UMED PIQUITUCHO PREMIUM 120UN;791794;CREMER S.A;11,347089;456;1,146;397,91;397,91;117;0;5174,27;1,3;4394,05
1;Farma;27723;DENTAL FRESH PERIOTRAT S/ALC MENT FORTE ;789423;KLEY HERTZ DISTRIBUIDORA LTDA;6,117823;12;8,136;1,47;1,47;701;0;73,41;7,79;0,0
1;Farma;27812;SCAFLOGIN (NIMESULIDA) GTS 50MG/ML 15ML;31305;LABORATORIO GLOBO LTDA;1,828664;373;2,883;129,38;129,38;281;0;682,09;3,12;207,61
1;Farma;27820;SCAFLOGIN (NIMESULIDA) 100MG 12COM;31305;LABORATORIO GLOBO LTDA;1,062464;28602;191,621;149,26;149,26;17391;0;30388,6;193,23;12065,04
1;Farma;27928;ALCOLSTOP (ANTIMONIUM TARTARICUM) 100G;33758;LABORATORIO SIMOES LTDA.;28,039129;1587;18,398;86,26;86,26;1716;0;44498,1;19,07;0,0
1;Farma;28541;ACIVIRAX (ACICLOVIR ) 200MG 25COM;33766;CIFARMA CIENTIFICA FARMAC LTDA;9,764673;1173;0,039;30076,92;30076,92;4;0;11453,96;0,04;11419,69
1;Farma;28690;APETIVITON BC XPE SOL PET+COPO 240ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;7,405985;3632;15,379;236,17;236,17;1523;0;26898,54;16,92;16648,01
1;Farma;28762;BENATUX (DIFENI+CLOR+CIT) XPE 120MLCP MD;33766;CIFARMA CIENTIFICA FARMAC LTDA;5,492395;14;0,0;;9999,0;0;0;76,89;0,0;0,0
1;Farma;29092;NATAZY DHA 30CAP;33766;CIFARMA CIENTIFICA FARMAC LTDA;124,129933;67;0,223;300,45;300,45;22;0;8316,71;0,24;5825,43
1;Farma;29289;DEXTAMINE (DEXCLO+BETA) XPE CEREJA 120ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;8,408776;2;0,0;;9999,0;0;0;16,82;0,0;0,0
1;Farma;29432;DORILESS (DIP+PROMET+ADIF) 12COM;33766;CIFARMA CIENTIFICA FARMAC LTDA;4,355113;26;0,99;26,26;26,26;95;0;113,23;1,06;0,0
1;Farma;29505;FLORENT 100MG 12CAP;33766;CIFARMA CIENTIFICA FARMAC LTDA;7,424836;15;0,0;;9999,0;0;0;111,37;0,0;0,0
1;Farma;29548;GASTROLIV SABOR LARANJA 100 SACHES;33766;CIFARMA CIENTIFICA FARMAC LTDA;71,999053;115;0,107;1074,77;1074,77;10;0;8279,89;0,11;7586,54
1;Farma;29556;GASTROLIV SABOR LIMAO 100 SACHES 5G;33766;CIFARMA CIENTIFICA FARMAC LTDA;71,999137;37;0,039;948,72;948,72;3;0;2663,97;0,03;2411,25
1;Farma;29564;GASTROLIV SABOR ABACAXI 100 SACHES 5G;33766;CIFARMA CIENTIFICA FARMAC LTDA;71,999137;1;0,01;100,0;100,0;1;0;72,0;0,01;7,2
1;Farma;29602;GERILON (GINSENG MULT SAIS) 60CAP (IND);33766;CIFARMA CIENTIFICA FARMAC LTDA;12,852414;1;0,0;;9999,0;0;0;12,85;0,0;0,0
1;Farma;29629;GRIPEOL (PARAC+CLORFEN+FENILE) PET 100ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;8,816671;18;0,282;63,83;63,83;19;0;158,7;0,21;0,0
1;Farma;29637;GRIPEOL SOL ORAL GTS 20ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;6,256007;3;0,408;7,35;7,35;42;0;18,77;0,47;0,0
1;Farma;29645;GRIPEOL 400MG+4MG 20CAP;33766;CIFARMA CIENTIFICA FARMAC LTDA;3,025855;12;0,0;;9999,0;0;0;36,31;0,0;0,0
1;Farma;29661;H.BACTER AMO+CLAR500MG+LANS30MG 14+28+42;33766;CIFARMA CIENTIFICA FARMAC LTDA;190,12966;116;0,049;2367,35;2367,35;5;0;22055,04;0,06;21216,57
1;Farma;29874;NAUSILON B6 ( PIRIDOXINA ) GTS 20ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;4,69198;3;0,932;3,22;3,22;70;0;14,08;0,78;0,0
1;Farma;30007;PEDIDERM (DELTAMETRINA) LOC 0,2MG/L100ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;9,687591;27;0,553;48,82;48,82;51;0;261,56;0,57;0,0
1;Farma;30023;PEDIDERM (DELTAMETRINA) SH 0,2MG/L 100ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;9,638175;1;0,0;;9999,0;0;0;9,64;0,0;0,0
